Record_ID,User_ID,App_Name,Feature_Used,Keyword,Content_Category,Type,Usage_Duration_Minutes,Distraction_Score,Location,Date,Time_of_Day
5149,U0259,Amazon,Watch,Funny compilation,Entertainment,Distractive,79.8,4,Outdoors,2025-07-23,Evening
5150,U0085,Instagram,Reels/Shorts,Weather update,News,Productive,56.7,3,Outdoors,2025-07-17,Late Night
5151,U0033,Coursera,Notification,Live score,Sports,Distractive,49.1,3,Office,2025-09-23,Night
5152,U0163,Zoom,DM/Chat,Trending hashtags,Social Media,Distractive,3.2,5,Outdoors,2025-05-03,Late Night
5153,U0155,Zoom,Feed,Music video,Entertainment,Distractive,14.9,4,Cafe,2025-10-02,Morning
5154,U0481,YouTube,Notification,Flash deals,Commerce,Distractive,64.4,3,Hostel,2025-04-13,Evening
5155,U0229,Google Classroom,Course Page,Client proposal,Business,Productive,48.5,1,College,2025-02-27,Evening
5156,U0034,WhatsApp,Story,Match highlights,Sports,Distractive,80.1,3,College,2025-07-26,Afternoon
5157,U0150,Udemy,Reels/Shorts,Match highlights,Sports,Distractive,21.9,3,Outdoors,2025-04-12,Morning
5158,U0160,LinkedIn,Explore,Research paper,Education,Productive,26.1,1,College,2025-08-06,Afternoon
5159,U0093,Udemy,Explore,Flash deals,Commerce,Distractive,16.3,3,College,2025-09-15,Afternoon
5160,U0352,Facebook,Watch,Funny compilation,Entertainment,Distractive,45,4,Hostel,2025-08-14,Morning
5161,U0073,Gmail,Reels/Shorts,Live score,Sports,Distractive,57.8,3,Commute,2025-08-24,Late Night
5162,U0029,Snapchat,DM/Chat,DM chat casual,Social Media,Distractive,86.1,5,Office,2025-11-02,Late Night
5163,U0175,Google Classroom,Reels/Shorts,Excel tutorial,Education,Productive,14.1,1,Outdoors,2025-05-03,Evening
5164,U0096,Udemy,Reels/Shorts,Memes,Entertainment,Distractive,86.8,5,Commute,2025-06-11,Late Night
5165,U0223,Amazon,Reels/Shorts,Business news,Business,Productive,27.2,1,Home,2025-08-19,Morning
5166,U0407,Telegram,DM/Chat,Cricket update,Sports,Distractive,74.6,4,College,2025-04-18,Morning
5167,U0083,Amazon,DM/Chat,Discount coupons,Commerce,Distractive,50.3,3,Library,2025-07-24,Evening
5168,U0052,Coursera,Story,Follower count check,Social Media,Distractive,22.8,4,Office,2025-02-15,Morning
5169,U0302,TikTok,Course Page,Freelance work,Business,Productive,20.3,2,College,2025-05-30,Late Night
5170,U0220,YouTube,DM/Chat,DM chat casual,Social Media,Distractive,9.5,5,Outdoors,2025-01-01,Evening
5171,U0157,Snapchat,Feed,Freelance work,Business,Productive,5,1,Cafe,2025-04-21,Evening
5172,U0222,TikTok,Course Page,Like notifications,Social Media,Distractive,55.8,4,Library,2025-08-12,Late Night
5173,U0477,Google Classroom,Watch,Technology news,News,Productive,43.4,3,College,2025-01-16,Night
5174,U0194,Telegram,Course Page,World news,News,Productive,45.9,1,Office,2025-11-21,Morning
5175,U0315,Google Classroom,Search,Math tutorial,Education,Productive,37.3,1,Office,2025-02-09,Morning
5176,U0309,Zoom,DM/Chat,Resume building,Business,Productive,38.9,2,Commute,2025-01-26,Night
5177,U0071,YouTube,DM/Chat,Football clip,Sports,Distractive,45.7,2,Office,2025-03-02,Morning
5178,U0456,Slack,DM/Chat,Research paper,Education,Productive,35.7,1,Home,2025-02-23,Evening
5179,U0386,Google Classroom,Course Page,Skill development,Education,Productive,59.1,2,College,2025-08-11,Late Night
5180,U0350,Coursera,Feed,SQL tutorial,Education,Productive,19.3,1,Home,2025-01-04,Evening
5181,U0214,WhatsApp,DM/Chat,Viral video,Entertainment,Distractive,11.5,4,Cafe,2025-04-19,Afternoon
5182,U0137,Zoom,DM/Chat,Skill development,Education,Productive,12,2,College,2025-03-03,Evening
5183,U0121,Udemy,Reels/Shorts,Story updates,Social Media,Distractive,54.1,4,Home,2025-11-05,Morning
5184,U0294,Udemy,Explore,Product review,Commerce,Distractive,29.2,2,Office,2025-01-10,Evening
5185,U0007,Instagram,Feed,Comedy videos,Entertainment,Distractive,80.2,5,College,2025-08-04,Late Night
5186,U0312,Twitter/X,Explore,Group chat,Communication,Productive,2.1,2,Hostel,2025-05-30,Afternoon
5187,U0212,Zoom,Course Page,Gossip,Entertainment,Distractive,19.5,4,Home,2025-01-02,Late Night
5188,U0092,Twitter/X,Story,Data Science course,Education,Productive,12.9,2,Home,2025-07-03,Afternoon
5189,U0254,Google Classroom,Notification,Like notifications,Social Media,Distractive,49.7,4,Home,2025-06-03,Late Night
5190,U0050,Zoom,Notification,Math tutorial,Education,Productive,53.1,2,Commute,2025-06-15,Evening
5191,U0388,Snapchat,Watch,Flash deals,Commerce,Distractive,3.8,2,Commute,2025-11-23,Night
5192,U0121,Twitter/X,Story,Shorts,Entertainment,Distractive,18.7,4,College,2025-11-17,Morning
5193,U0260,Udemy,Course Page,Work discussion,Communication,Productive,41.5,2,Commute,2025-03-21,Morning
5194,U0017,Zoom,DM/Chat,Like notifications,Social Media,Distractive,54.9,4,Office,2025-10-30,Morning
5195,U0013,Udemy,Notification,Freelance work,Business,Productive,47.7,2,Home,2025-04-09,Night
5196,U0210,Twitter/X,Reels/Shorts,Technology news,News,Productive,10.1,2,Commute,2025-10-10,Late Night
5197,U0412,YouTube,Course Page,Gossip,Entertainment,Distractive,23.4,4,Outdoors,2025-10-10,Morning
5198,U0381,Flipkart,Reels/Shorts,Political news,News,Productive,55.5,1,Home,2025-06-13,Morning
5199,U0496,Coursera,Explore,Conference call,Communication,Productive,5.4,1,Home,2025-01-02,Morning
5200,U0005,LinkedIn,Search,Gossip,Entertainment,Distractive,61.7,5,Cafe,2025-09-17,Morning
5201,U0432,Amazon,Story,Trending challenge,Entertainment,Distractive,79.7,4,Hostel,2025-03-16,Evening
5202,U0278,Zoom,Watch,Like notifications,Social Media,Distractive,10,4,Office,2025-12-06,Late Night
5203,U0302,YouTube,DM/Chat,Live score,Sports,Distractive,59.9,2,College,2025-06-20,Afternoon
5204,U0081,Telegram,Reels/Shorts,Shorts,Entertainment,Distractive,10.9,5,Cafe,2025-09-21,Afternoon
5205,U0064,Amazon,Search,Celebrity,Entertainment,Distractive,83.9,5,Hostel,2025-02-09,Afternoon
5206,U0033,Google Classroom,Notification,Discount coupons,Commerce,Distractive,8.8,3,Home,2025-01-01,Morning
5207,U0173,Coursera,Feed,LinkedIn post,Business,Productive,8.2,1,Outdoors,2025-10-24,Night
5208,U0158,Coursera,Search,Like notifications,Social Media,Distractive,20.7,5,Library,2025-07-18,Late Night
5209,U0012,Google Classroom,Watch,Client call,Communication,Productive,24.2,1,Office,2025-03-31,Late Night
5210,U0189,YouTube,Story,Sports news,Sports,Distractive,88.3,4,Home,2025-06-25,Late Night
5211,U0204,Snapchat,Notification,Excel tutorial,Education,Productive,38.8,2,Hostel,2025-10-06,Afternoon
5212,U0147,Udemy,Search,Freelance work,Business,Productive,6.1,2,Outdoors,2025-04-05,Night
5213,U0173,WhatsApp,Story,Video call,Communication,Productive,44.7,2,College,2025-07-11,Evening
5214,U0321,Flipkart,Story,Conference call,Communication,Productive,10.9,2,Hostel,2025-05-12,Afternoon
5215,U0398,LinkedIn,Course Page,Story updates,Social Media,Distractive,18.6,4,Cafe,2025-03-14,Evening
5216,U0330,YouTube,Search,Match highlights,Sports,Distractive,3,4,Office,2025-11-13,Morning
5217,U0017,Amazon,Reels/Shorts,Match highlights,Sports,Distractive,59.2,3,Library,2025-05-15,Afternoon
5218,U0186,Slack,Reels/Shorts,Trending challenge,Entertainment,Distractive,88.9,5,Library,2025-02-24,Evening
5219,U0113,Coursera,Feed,Online sale,Commerce,Distractive,20.5,3,Office,2025-05-24,Morning
5220,U0095,LinkedIn,DM/Chat,Python tutorial,Education,Productive,4.9,1,Hostel,2025-06-04,Evening
5221,U0340,Gmail,Course Page,Client call,Communication,Productive,30.6,1,Home,2025-07-10,Evening
5222,U0380,Udemy,Course Page,LinkedIn post,Business,Productive,2.4,1,Office,2025-08-07,Morning
5223,U0344,Udemy,Notification,Funny compilation,Entertainment,Distractive,84.4,5,Office,2025-06-29,Night
5224,U0403,WhatsApp,Reels/Shorts,Wishlist browsing,Commerce,Distractive,19.8,3,Home,2025-08-18,Night
5225,U0211,Snapchat,Course Page,Web series clip,Entertainment,Distractive,63.9,5,Library,2025-04-22,Late Night
5226,U0025,LinkedIn,Reels/Shorts,Machine Learning,Education,Productive,37.3,2,Cafe,2025-09-13,Evening
5227,U0073,YouTube,Reels/Shorts,Story updates,Social Media,Distractive,6.9,4,Outdoors,2025-01-05,Evening
5228,U0044,Coursera,DM/Chat,LinkedIn post,Business,Productive,39.3,2,Office,2025-04-18,Late Night
5229,U0379,LinkedIn,Explore,Prank videos,Entertainment,Distractive,80.7,4,College,2025-08-09,Night
5230,U0058,Google Classroom,Explore,Sports news,Sports,Distractive,52.8,4,Home,2025-09-07,Morning
5231,U0299,LinkedIn,Story,Influencer content,Social Media,Distractive,45,4,Outdoors,2025-03-07,Afternoon
5232,U0206,LinkedIn,Story,Research paper,Education,Productive,39.2,2,Hostel,2025-01-06,Afternoon
5233,U0276,TikTok,Search,Memes,Entertainment,Distractive,65.4,4,Cafe,2025-06-23,Late Night
5234,U0255,Gmail,Reels/Shorts,Web series clip,Entertainment,Distractive,73.3,4,Outdoors,2025-11-28,Late Night
5235,U0133,Flipkart,Course Page,Endless scrolling,Social Media,Distractive,56.8,4,College,2025-09-12,Late Night
5236,U0131,YouTube,Search,Music video,Entertainment,Distractive,66.3,4,Cafe,2025-09-18,Late Night
5237,U0220,Coursera,Course Page,Resume building,Business,Productive,36.8,2,Library,2025-07-27,Night
5238,U0270,TikTok,Course Page,History lecture,Education,Productive,7.9,2,College,2025-07-28,Morning
5239,U0302,Gmail,DM/Chat,LinkedIn post,Business,Productive,18.5,2,Outdoors,2025-08-26,Evening
5240,U0329,Flipkart,Search,Fashion trends,Commerce,Distractive,42.2,3,Library,2025-12-21,Afternoon
5241,U0406,Amazon,Explore,Colleague message,Communication,Productive,30.2,1,Cafe,2025-03-03,Afternoon
5242,U0402,Amazon,Course Page,Random scrolling,Social Media,Distractive,54.1,5,Home,2025-08-24,Late Night
5243,U0014,YouTube,Watch,Physics lecture,Education,Productive,38.2,2,Commute,2025-06-22,Afternoon
5244,U0242,Twitter/X,Reels/Shorts,Exam preparation,Education,Productive,46.8,2,Cafe,2025-02-23,Afternoon
5245,U0354,LinkedIn,Search,Freelance work,Business,Productive,34.9,1,Commute,2025-07-15,Night
5246,U0256,Flipkart,Story,Resume building,Business,Productive,21.2,1,Office,2025-06-17,Morning
5247,U0389,Flipkart,Explore,Sports news,Sports,Distractive,29.5,4,Hostel,2025-06-07,Afternoon
5248,U0095,Google Classroom,Search,Comedy videos,Entertainment,Distractive,46,5,Office,2025-03-20,Morning
5249,U0083,WhatsApp,Feed,Stock market,Business,Productive,25.7,2,Hostel,2025-01-22,Night
5250,U0319,YouTube,Reels/Shorts,Product review,Commerce,Distractive,65.5,2,Outdoors,2025-08-03,Morning
5251,U0083,Gmail,Search,Fashion trends,Commerce,Distractive,34.3,2,Home,2025-10-21,Afternoon
5252,U0217,TikTok,DM/Chat,Family chat,Communication,Productive,47.6,2,Home,2025-07-11,Morning
5253,U0130,TikTok,Reels/Shorts,Endless scrolling,Social Media,Distractive,60.9,5,Commute,2025-10-04,Late Night
5254,U0464,Twitter/X,Explore,Gossip,Entertainment,Distractive,23.3,4,Cafe,2025-02-06,Morning
5255,U0153,YouTube,Notification,Machine Learning,Education,Productive,34.6,1,Outdoors,2025-07-26,Morning
5256,U0162,Coursera,Search,Web development course,Education,Productive,6.7,1,Commute,2025-03-03,Night
5257,U0268,Udemy,Search,Family chat,Communication,Productive,53.5,2,Hostel,2025-01-15,Evening
5258,U0092,WhatsApp,Watch,Product review,Commerce,Distractive,61.4,2,Library,2025-05-19,Afternoon
5259,U0087,Google Classroom,DM/Chat,Physics lecture,Education,Productive,5.6,1,Home,2025-08-22,Night
5260,U0478,Zoom,Story,Networking,Business,Productive,54.8,2,Library,2025-07-24,Night
5261,U0342,YouTube,Reels/Shorts,Movie clips,Entertainment,Distractive,44.3,5,Hostel,2025-12-20,Night
5262,U0335,Slack,Feed,Match highlights,Sports,Distractive,11.5,4,College,2025-04-16,Morning
5263,U0239,Twitter/X,Notification,Story updates,Social Media,Distractive,20.8,4,Office,2025-03-17,Afternoon
5264,U0323,Zoom,Watch,Sports news,Sports,Distractive,71.8,2,Home,2025-07-23,Afternoon
5265,U0475,TikTok,Notification,Resume building,Business,Productive,15.8,2,Home,2025-05-23,Morning
5266,U0300,TikTok,Story,Project management,Business,Productive,20.2,1,Cafe,2025-03-08,Night
5267,U0040,Udemy,Feed,Breaking news,News,Productive,8.8,3,Cafe,2025-12-10,Night
5268,U0495,Google Classroom,Course Page,Flash deals,Commerce,Distractive,60.6,2,College,2025-01-26,Afternoon
5269,U0251,Zoom,Watch,Wishlist browsing,Commerce,Distractive,8.3,3,Home,2025-05-16,Afternoon
5270,U0106,Telegram,Course Page,Live score,Sports,Distractive,83.3,2,Home,2025-06-19,Morning
5271,U0396,Coursera,Course Page,Like notifications,Social Media,Distractive,73.8,4,Cafe,2025-07-23,Evening
5272,U0300,Google Classroom,Notification,Like notifications,Social Media,Distractive,68.6,4,Commute,2025-02-14,Morning
5273,U0249,TikTok,DM/Chat,SQL tutorial,Education,Productive,11.4,2,Office,2025-12-11,Night
5274,U0365,Udemy,Notification,Group chat,Communication,Productive,20.9,1,Office,2025-06-27,Late Night
5275,U0067,Snapchat,Reels/Shorts,Investment tips,Business,Productive,24.9,2,Cafe,2025-03-13,Afternoon
5276,U0045,Zoom,Reels/Shorts,Freelance work,Business,Productive,33.6,1,Commute,2025-09-02,Night
5277,U0460,Udemy,Search,Cricket update,Sports,Distractive,15.2,3,Cafe,2025-07-06,Late Night
5278,U0025,Instagram,Course Page,Technology news,News,Productive,35.5,2,Library,2025-05-01,Evening
5279,U0094,Udemy,Notification,Local news,News,Productive,13.9,1,College,2025-06-30,Late Night
5280,U0190,TikTok,Notification,Fashion trends,Commerce,Distractive,3.1,3,Home,2025-09-04,Late Night
5281,U0007,YouTube,Feed,Product review,Commerce,Distractive,5.4,2,Office,2025-09-06,Evening
5282,U0287,Instagram,Watch,Local news,News,Productive,28.8,2,Home,2025-11-13,Afternoon
5283,U0148,Gmail,Reels/Shorts,Language learning,Education,Productive,16.6,1,College,2025-04-21,Night
5284,U0319,Coursera,Search,Match highlights,Sports,Distractive,57.1,3,Hostel,2025-12-27,Late Night
5285,U0374,Snapchat,Course Page,Trending challenge,Entertainment,Distractive,74.3,5,Office,2025-11-09,Afternoon
5286,U0090,Slack,DM/Chat,Technology news,News,Productive,9.3,3,Cafe,2025-01-16,Night
5287,U0014,Slack,Reels/Shorts,Family chat,Communication,Productive,38.2,2,Hostel,2025-02-08,Late Night
5288,U0225,Zoom,Feed,Excel tutorial,Education,Productive,37.9,1,Library,2025-07-21,Afternoon
5289,U0070,Amazon,Search,Resume building,Business,Productive,12,2,Commute,2025-11-05,Evening
5290,U0179,Facebook,Course Page,Fashion trends,Commerce,Distractive,17,2,Office,2025-02-22,Evening
5291,U0478,YouTube,Reels/Shorts,Breaking news,News,Productive,24.1,2,Library,2025-04-06,Late Night
5292,U0217,LinkedIn,Reels/Shorts,Sports news,Sports,Distractive,63.7,3,Hostel,2025-06-23,Morning
5293,U0103,Snapchat,Watch,Competitive exam tips,Education,Productive,50.2,2,Commute,2025-02-24,Afternoon
5294,U0208,Amazon,Course Page,Fashion trends,Commerce,Distractive,29.8,2,Office,2025-11-25,Late Night
5295,U0109,Udemy,Reels/Shorts,Wishlist browsing,Commerce,Distractive,87.9,3,College,2025-09-20,Morning
5296,U0276,Gmail,Search,Investment tips,Business,Productive,12.4,1,College,2025-10-26,Morning
5297,U0356,Flipkart,Feed,Web series clip,Entertainment,Distractive,70,5,Library,2025-08-10,Late Night
5298,U0317,Gmail,Explore,Influencer content,Social Media,Distractive,58.7,5,Commute,2025-07-01,Late Night
5299,U0194,Telegram,Course Page,Family chat,Communication,Productive,25,2,Office,2025-03-12,Afternoon
5300,U0455,LinkedIn,Watch,Dance videos,Entertainment,Distractive,21.9,5,Home,2025-05-18,Afternoon
5301,U0240,LinkedIn,Explore,Memes,Entertainment,Distractive,14.8,5,Library,2025-03-03,Night
5302,U0068,Zoom,Search,Sports news,Sports,Distractive,17.1,4,College,2025-04-06,Evening
5303,U0228,Twitter/X,Notification,Family chat,Communication,Productive,6.5,2,Home,2025-04-30,Evening
5304,U0277,Amazon,Reels/Shorts,Current affairs,News,Productive,2.8,2,Office,2025-10-30,Evening
5305,U0243,Amazon,Feed,Local news,News,Productive,30.9,3,Library,2025-05-01,Afternoon
5306,U0163,Amazon,DM/Chat,Video call,Communication,Productive,44.4,2,Commute,2025-02-14,Afternoon
5307,U0345,Google Classroom,DM/Chat,Wishlist browsing,Commerce,Distractive,6.8,2,Outdoors,2025-02-09,Late Night
5308,U0447,Twitter/X,Story,Work discussion,Communication,Productive,16.4,1,College,2025-12-26,Evening
5309,U0279,Slack,Search,Comedy videos,Entertainment,Distractive,29.8,4,College,2025-09-06,Night
5310,U0462,YouTube,Explore,LinkedIn post,Business,Productive,55.5,1,Office,2025-10-19,Late Night
5311,U0346,Snapchat,Notification,Trending challenge,Entertainment,Distractive,83.9,4,Commute,2025-08-24,Morning
5312,U0306,Slack,Reels/Shorts,Flash deals,Commerce,Distractive,39,2,Office,2025-07-09,Evening
5313,U0112,Amazon,DM/Chat,Current affairs,News,Productive,44,2,Commute,2025-02-21,Afternoon
5314,U0052,Telegram,Course Page,Shopping,Commerce,Distractive,62.6,2,Hostel,2025-02-11,Night
5315,U0248,Amazon,Watch,Discount coupons,Commerce,Distractive,22.4,2,Outdoors,2025-12-16,Morning
5316,U0214,WhatsApp,Search,Technology news,News,Productive,30.4,2,Cafe,2025-09-05,Morning
5317,U0319,Snapchat,Reels/Shorts,Trending hashtags,Social Media,Distractive,41.4,4,Cafe,2025-01-01,Night
5318,U0284,Telegram,Course Page,Match highlights,Sports,Distractive,88.7,4,Home,2025-05-20,Morning
5319,U0161,WhatsApp,Reels/Shorts,Online sale,Commerce,Distractive,58.4,2,Outdoors,2025-10-10,Night
5320,U0327,Udemy,Watch,Wishlist browsing,Commerce,Distractive,2.3,3,College,2025-11-08,Afternoon
5321,U0201,LinkedIn,Course Page,Follower count check,Social Media,Distractive,87.7,4,Commute,2025-01-01,Evening
5322,U0309,Google Classroom,DM/Chat,Work discussion,Communication,Productive,32.9,1,Cafe,2025-01-26,Afternoon
5323,U0324,Udemy,Story,Match highlights,Sports,Distractive,26,3,Outdoors,2025-08-03,Late Night
5324,U0201,WhatsApp,Watch,Interview preparation,Education,Productive,8.6,2,Home,2025-11-12,Evening
5325,U0387,YouTube,DM/Chat,Technology news,News,Productive,31.1,3,Commute,2025-03-24,Late Night
5326,U0111,Twitter/X,Search,Job search,Business,Productive,37.4,1,Hostel,2025-09-06,Late Night
5327,U0127,Flipkart,Reels/Shorts,Comedy videos,Entertainment,Distractive,78.6,5,Outdoors,2025-08-27,Night
5328,U0355,Facebook,Story,Like notifications,Social Media,Distractive,64.4,4,Cafe,2025-04-27,Night
5329,U0416,TikTok,Search,Online sale,Commerce,Distractive,45.7,3,College,2025-02-09,Night
5330,U0311,Twitter/X,Story,Work discussion,Communication,Productive,36.2,2,Commute,2025-06-27,Afternoon
5331,U0276,Telegram,Notification,Gossip,Entertainment,Distractive,55.8,4,Office,2025-11-07,Evening
5332,U0063,Gmail,Search,Online sale,Commerce,Distractive,47.3,2,Commute,2025-12-22,Evening
5333,U0467,Google Classroom,DM/Chat,Football clip,Sports,Distractive,8.6,2,College,2025-05-15,Afternoon
5334,U0160,Google Classroom,Feed,Voice message,Communication,Productive,35.2,2,Outdoors,2025-07-19,Afternoon
5335,U0382,Udemy,Watch,Market analysis,Business,Productive,2.9,2,Home,2025-07-09,Afternoon
5336,U0479,Twitter/X,Story,Cricket update,Sports,Distractive,23.4,2,Outdoors,2025-08-09,Night
5337,U0203,Gmail,Course Page,Current affairs,News,Productive,19.9,2,Home,2025-10-26,Morning
